	V1	V2
9358	Aqu2.1.27995_001	NA
9359	Aqu2.1.27996_001	NA
9360	Aqu2.1.27997_001	NA
9361	Aqu2.1.27998_001	NA
9362	Aqu2.1.27999_001	NA
9363	Aqu2.1.28002_001	NA
9364	Aqu2.1.28009_001	NA
9365	Aqu2.1.28010_001	NA
9366	Aqu2.1.28011_001	NA
9367	Aqu2.1.28012_001	NA
9368	Aqu2.1.28013_001	NA
9369	Aqu2.1.28015_001	NA
9370	Aqu2.1.28022_001	NA
9371	Aqu2.1.28024_001	NA
9372	Aqu2.1.28031_001	NA
9373	Aqu2.1.28032_001	NA
9374	Aqu2.1.28037_001	NA
9375	Aqu2.1.28038_001	NA
9376	Aqu2.1.28039_001	NA
9377	Aqu2.1.28040_001	NA
9378	Aqu2.1.28042_001	NA
9379	Aqu2.1.28045_001	NA
9380	Aqu2.1.28046_001	NA
9381	Aqu2.1.28055_001	NA
9382	Aqu2.1.28058_001	NA
9383	Aqu2.1.28059_001	NA
9384	Aqu2.1.28060_001	NA
9385	Aqu2.1.28061_001	NA
9386	Aqu2.1.28062_001	NA
9387	Aqu2.1.28064_001	NA
9388	Aqu2.1.28065_001	NA
9389	Aqu2.1.28067_001	NA
9390	Aqu2.1.28068_001	NA
9391	Aqu2.1.28069_001	NA
9392	Aqu2.1.28070_001	NA
9393	Aqu2.1.28071_001	NA
9394	Aqu2.1.28072_001	NA
9395	Aqu2.1.28073_001	NA
9396	Aqu2.1.28074_001	NA
9397	Aqu2.1.28076_001	NA
9398	Aqu2.1.28077_001	NA
9399	Aqu2.1.28078_001	NA
9400	Aqu2.1.28079_001	NA
9401	Aqu2.1.28083_001	NA
9402	Aqu2.1.28084_001	NA
9403	Aqu2.1.28085_001	NA
9404	Aqu2.1.28086_001	NA
9405	Aqu2.1.28087_001	NA
9406	Aqu2.1.28088_001	NA
9407	Aqu2.1.28089_001	NA
9408	Aqu2.1.28090_001	NA
9409	Aqu2.1.28091_001	NA
9410	Aqu2.1.28092_001	NA
9411	Aqu2.1.28093_001	NA
9412	Aqu2.1.28094_001	NA
9413	Aqu2.1.28095_001	NA
9414	Aqu2.1.28096_001	NA
9415	Aqu2.1.28097_001	NA
9416	Aqu2.1.28098_001	NA
9417	Aqu2.1.28099_001	NA
9418	Aqu2.1.28100_001	NA
9419	Aqu2.1.28101_001	NA
9420	Aqu2.1.28103_001	NA
9421	Aqu2.1.28104_001	NA
9422	Aqu2.1.28105_001	NA
9423	Aqu2.1.28106_001	NA
9424	Aqu2.1.28109_001	NA
9425	Aqu2.1.28110_001	NA
9426	Aqu2.1.28111_001	NA
9427	Aqu2.1.28113_001	NA
9428	Aqu2.1.28114_001	NA
9429	Aqu2.1.28115_001	NA
9430	Aqu2.1.28116_001	NA
9431	Aqu2.1.28164_001	NA
9432	Aqu2.1.28169_001	NA
9433	Aqu2.1.28170_001	NA
9434	Aqu2.1.28174_001	NA
9435	Aqu2.1.28175_001	NA
9436	Aqu2.1.28176_001	NA
9437	Aqu2.1.28177_001	NA
9438	Aqu2.1.28178_001	NA
9439	Aqu2.1.28179_001	NA
9440	Aqu2.1.28180_001	NA
9441	Aqu2.1.28181_001	NA
9442	Aqu2.1.28183_001	NA
9443	Aqu2.1.28184_001	NA
9444	Aqu2.1.28185_001	NA
9445	Aqu2.1.28186_001	NA
9446	Aqu2.1.28187_001	NA
9447	Aqu2.1.28188_001	NA
9448	Aqu2.1.28189_001	NA
9449	Aqu2.1.28190_001	NA
9450	Aqu2.1.28191_001	NA
9451	Aqu2.1.28192_001	NA
9452	Aqu2.1.28193_001	NA
9453	Aqu2.1.28194_001	NA
9454	Aqu2.1.28195_001	NA
9455	Aqu2.1.28196_001	NA
9456	Aqu2.1.28197_001	NA
9457	Aqu2.1.28198_001	NA
9458	Aqu2.1.28204_001	NA
9459	Aqu2.1.28205_001	NA
9460	Aqu2.1.28206_001	NA
9461	Aqu2.1.28207_001	NA
9462	Aqu2.1.28209_001	NA
9463	Aqu2.1.28211_001	NA
9464	Aqu2.1.28212_001	NA
9465	Aqu2.1.28216_001	NA
9466	Aqu2.1.28217_001	NA
9467	Aqu2.1.28218_001	NA
9468	Aqu2.1.28220_001	NA
9469	Aqu2.1.28221_001	NA
9470	Aqu2.1.28222_001	NA
9471	Aqu2.1.28223_001	NA
9472	Aqu2.1.28224_001	NA
9473	Aqu2.1.28225_001	NA
9474	Aqu2.1.28226_001	NA
9475	Aqu2.1.28227_001	NA
9476	Aqu2.1.28228_001	NA
9477	Aqu2.1.28229_001	NA
9478	Aqu2.1.28233_001	NA
9479	Aqu2.1.28235_001	NA
9480	Aqu2.1.28237_001	NA
9481	Aqu2.1.28238_001	NA
9482	Aqu2.1.28239_001	NA
9483	Aqu2.1.28240_001	NA
9484	Aqu2.1.28242_001	NA
9485	Aqu2.1.28244_001	NA
9486	Aqu2.1.28245_001	NA
9487	Aqu2.1.28247_001	NA
9488	Aqu2.1.28250_001	NA
9489	Aqu2.1.28251_001	NA
9490	Aqu2.1.28252_001	NA
9491	Aqu2.1.28253_001	NA
9492	Aqu2.1.28254_001	NA
9493	Aqu2.1.28259_001	NA
9494	Aqu2.1.28260_001	NA
9495	Aqu2.1.28261_001	NA
9496	Aqu2.1.28262_001	NA
9497	Aqu2.1.28263_001	NA
9498	Aqu2.1.28264_001	NA
9499	Aqu2.1.28268_001	NA
9500	Aqu2.1.28269_001	NA
9501	Aqu2.1.28271_001	NA
9502	Aqu2.1.28272_001	NA
9503	Aqu2.1.28273_001	NA
9504	Aqu2.1.28274_001	NA
9505	Aqu2.1.28276_001	NA
9506	Aqu2.1.28277_001	NA
9507	Aqu2.1.28278_001	NA
9508	Aqu2.1.28280_001	NA
9509	Aqu2.1.28281_001	NA
9510	Aqu2.1.28282_001	NA
9511	Aqu2.1.28283_001	NA
9512	Aqu2.1.28284_001	NA
9513	Aqu2.1.28285_001	NA
9514	Aqu2.1.28286_001	NA
9515	Aqu2.1.28290_001	NA
9516	Aqu2.1.28291_001	NA
9517	Aqu2.1.28292_001	NA
9518	Aqu2.1.28293_001	NA
9519	Aqu2.1.28295_001	NA
9520	Aqu2.1.28296_001	NA
9521	Aqu2.1.28297_001	NA
9522	Aqu2.1.28298_001	NA
9523	Aqu2.1.28299_001	NA
9524	Aqu2.1.28300_001	NA
9525	Aqu2.1.28301_001	NA
9526	Aqu2.1.28302_001	NA
9527	Aqu2.1.28303_001	NA
9528	Aqu2.1.28305_001	NA
9529	Aqu2.1.28307_001	NA
9530	Aqu2.1.28308_001	NA
9531	Aqu2.1.28309_001	NA
9532	Aqu2.1.28310_001	NA
9533	Aqu2.1.28312_001	NA
9534	Aqu2.1.28313_001	NA
9535	Aqu2.1.28314_001	NA
9536	Aqu2.1.28316_001	NA
9537	Aqu2.1.28317_001	NA
9538	Aqu2.1.28318_001	NA
9539	Aqu2.1.28319_001	NA
9540	Aqu2.1.28320_001	NA
9541	Aqu2.1.28321_001	NA
9542	Aqu2.1.28322_001	NA
9543	Aqu2.1.28327_001	NA
9544	Aqu2.1.28328_001	NA
9545	Aqu2.1.28330_001	NA
9546	Aqu2.1.28331_001	NA
9547	Aqu2.1.28333_001	NA
9548	Aqu2.1.28336_001	NA
9549	Aqu2.1.28337_001	NA
9550	Aqu2.1.28340_001	NA
9551	Aqu2.1.28343_001	NA
9552	Aqu2.1.28345_001	NA
9553	Aqu2.1.28346_001	NA
9554	Aqu2.1.28347_001	NA
9555	Aqu2.1.28348_001	NA
9556	Aqu2.1.28352_001	NA
9557	Aqu2.1.28353_001	NA
9558	Aqu2.1.28354_001	NA
9559	Aqu2.1.28355_001	NA
9560	Aqu2.1.28356_001	NA
9561	Aqu2.1.28357_001	NA
9562	Aqu2.1.28358_001	NA
9563	Aqu2.1.28359_001	NA
9564	Aqu2.1.28360_001	NA
9565	Aqu2.1.28361_001	NA
9566	Aqu2.1.28362_001	NA
9567	Aqu2.1.28364_001	NA
9568	Aqu2.1.28365_001	NA
9569	Aqu2.1.28368_001	NA
9570	Aqu2.1.28373_001	NA
9571	Aqu2.1.28376_001	NA
9572	Aqu2.1.28379_001	NA
9573	Aqu2.1.28386_001	NA
9574	Aqu2.1.28394_001	NA
9575	Aqu2.1.28395_001	NA
9576	Aqu2.1.28396_001	NA
9577	Aqu2.1.28419_001	NA
9578	Aqu2.1.28428_001	NA
9579	Aqu2.1.28444_001	NA
9580	Aqu2.1.28445_001	NA
9581	Aqu2.1.28446_001	NA
9582	Aqu2.1.28447_001	NA
9583	Aqu2.1.28448_001	NA
9584	Aqu2.1.28449_001	NA
9585	Aqu2.1.28450_001	NA
9586	Aqu2.1.28451_001	NA
9587	Aqu2.1.28453_001	NA
9588	Aqu2.1.28454_001	NA
9589	Aqu2.1.28455_001	NA
9590	Aqu2.1.28457_001	NA
9591	Aqu2.1.28458_001	NA
9592	Aqu2.1.28459_001	NA
9593	Aqu2.1.28467_001	NA
9594	Aqu2.1.28468_001	NA
9595	Aqu2.1.28469_001	NA
9596	Aqu2.1.28470_001	NA
9597	Aqu2.1.28471_001	NA
9598	Aqu2.1.28472_001	NA
9599	Aqu2.1.28473_001	NA
9600	Aqu2.1.28474_001	NA
9601	Aqu2.1.28475_001	NA
9602	Aqu2.1.28476_001	NA
9603	Aqu2.1.28477_001	NA
9604	Aqu2.1.28478_001	NA
9605	Aqu2.1.28479_001	NA
9606	Aqu2.1.28481_001	NA
9607	Aqu2.1.28482_001	NA
9608	Aqu2.1.28483_001	NA
9609	Aqu2.1.28484_001	NA
9610	Aqu2.1.28485_001	NA
9611	Aqu2.1.28486_001	NA
9612	Aqu2.1.28487_001	NA
9613	Aqu2.1.28488_001	NA
9614	Aqu2.1.28489_001	NA
9615	Aqu2.1.28490_001	NA
9616	Aqu2.1.28491_001	NA
9617	Aqu2.1.28492_001	NA
9618	Aqu2.1.28493_001	NA
9619	Aqu2.1.28494_001	NA
9620	Aqu2.1.28495_001	NA
9621	Aqu2.1.28496_001	NA
9622	Aqu2.1.28497_001	NA
9623	Aqu2.1.28498_001	NA
9624	Aqu2.1.28499_001	NA
9625	Aqu2.1.28501_001	NA
9626	Aqu2.1.28502_001	NA
9627	Aqu2.1.28503_001	NA
9628	Aqu2.1.28504_001	NA
9629	Aqu2.1.28506_001	NA
9630	Aqu2.1.28507_001	NA
9631	Aqu2.1.28508_001	NA
9632	Aqu2.1.28509_001	NA
9633	Aqu2.1.28510_001	NA
9634	Aqu2.1.28512_001	NA
9635	Aqu2.1.28514_001	NA
9636	Aqu2.1.28519_001	NA
9637	Aqu2.1.28520_001	NA
9638	Aqu2.1.28521_001	NA
9639	Aqu2.1.28522_001	NA
9640	Aqu2.1.28525_001	NA
9641	Aqu2.1.28527_001	NA
9642	Aqu2.1.28528_001	NA
9643	Aqu2.1.28529_001	NA
9644	Aqu2.1.28530_001	NA
9645	Aqu2.1.28531_001	NA
9646	Aqu2.1.28532_001	NA
9647	Aqu2.1.28533_001	NA
9648	Aqu2.1.28534_001	NA
9649	Aqu2.1.28535_001	NA
9650	Aqu2.1.28536_001	NA
9651	Aqu2.1.28537_001	NA
9652	Aqu2.1.28538_001	NA
9653	Aqu2.1.28540_001	NA
9654	Aqu2.1.28541_001	NA
9655	Aqu2.1.28542_001	NA
9656	Aqu2.1.28543_001	NA
9657	Aqu2.1.28545_001	NA
9658	Aqu2.1.28548_001	NA
9659	Aqu2.1.28549_001	NA
9660	Aqu2.1.28550_001	NA
9661	Aqu2.1.28553_001	NA
9662	Aqu2.1.28554_001	NA
9663	Aqu2.1.28555_001	NA
9664	Aqu2.1.28556_001	NA
9665	Aqu2.1.28558_001	NA
9666	Aqu2.1.28559_001	NA
9667	Aqu2.1.28560_001	NA
9668	Aqu2.1.28561_001	NA
9669	Aqu2.1.28562_001	NA
9670	Aqu2.1.28566_001	NA
9671	Aqu2.1.28567_001	NA
9672	Aqu2.1.28568_001	NA
9673	Aqu2.1.28569_001	NA
9674	Aqu2.1.28570_001	NA
9675	Aqu2.1.28571_001	NA
9676	Aqu2.1.28573_001	NA
9677	Aqu2.1.28576_001	NA
9678	Aqu2.1.28578_001	NA
9679	Aqu2.1.28579_001	NA
9680	Aqu2.1.28581_001	NA
9681	Aqu2.1.28582_001	NA
9682	Aqu2.1.28584_001	NA
9683	Aqu2.1.28588_001	NA
9684	Aqu2.1.28589_001	NA
9685	Aqu2.1.28590_001	NA
9686	Aqu2.1.28591_001	NA
9687	Aqu2.1.28593_001	NA
9688	Aqu2.1.28594_001	NA
9689	Aqu2.1.28598_001	NA
9690	Aqu2.1.28599_001	NA
9691	Aqu2.1.28600_001	NA
9692	Aqu2.1.28603_001	NA
9693	Aqu2.1.28604_001	NA
9694	Aqu2.1.28605_001	NA
9695	Aqu2.1.28607_001	NA
9696	Aqu2.1.28614_001	NA
9697	Aqu2.1.28617_001	NA
9698	Aqu2.1.28627_001	NA
9699	Aqu2.1.28628_001	NA
9700	Aqu2.1.28636_001	NA
9701	Aqu2.1.28637_001	NA
9702	Aqu2.1.28638_001	NA
9703	Aqu2.1.28639_001	NA
9704	Aqu2.1.28640_001	NA
9705	Aqu2.1.28641_001	NA
9706	Aqu2.1.28642_001	NA
9707	Aqu2.1.28643_001	NA
9708	Aqu2.1.28646_001	NA
9709	Aqu2.1.28647_001	NA
9710	Aqu2.1.28648_001	NA
9711	Aqu2.1.28649_001	NA
9712	Aqu2.1.28650_001	NA
9713	Aqu2.1.28651_001	NA
9714	Aqu2.1.28652_001	NA
9715	Aqu2.1.28653_001	NA
9716	Aqu2.1.28654_001	NA
9717	Aqu2.1.28655_001	NA
9718	Aqu2.1.28656_001	NA
9719	Aqu2.1.28657_001	NA
9720	Aqu2.1.28658_001	NA
9721	Aqu2.1.28659_001	NA
9722	Aqu2.1.28660_001	NA
9723	Aqu2.1.28661_001	NA
9724	Aqu2.1.28662_001	NA
9725	Aqu2.1.28663_001	NA
9726	Aqu2.1.28664_001	NA
9727	Aqu2.1.28665_001	NA
9728	Aqu2.1.28667_001	NA
9729	Aqu2.1.28668_001	NA
9730	Aqu2.1.28669_001	NA
9731	Aqu2.1.28670_001	NA
9732	Aqu2.1.28671_001	NA
9733	Aqu2.1.28672_001	NA
9734	Aqu2.1.28674_001	NA
9735	Aqu2.1.28675_001	NA
9736	Aqu2.1.28676_001	NA
9737	Aqu2.1.28677_001	NA
9738	Aqu2.1.28678_001	NA
9739	Aqu2.1.28679_001	NA
9740	Aqu2.1.28680_001	NA
9741	Aqu2.1.28681_001	NA
9742	Aqu2.1.28682_001	NA
9743	Aqu2.1.28683_001	NA
9744	Aqu2.1.28684_001	NA
9745	Aqu2.1.28685_001	NA
9746	Aqu2.1.28686_001	NA
9747	Aqu2.1.28688_001	NA
9748	Aqu2.1.28689_001	NA
9749	Aqu2.1.28690_001	NA
9750	Aqu2.1.28691_001	NA
9751	Aqu2.1.28692_001	NA
9752	Aqu2.1.28694_001	NA
9753	Aqu2.1.28697_001	NA
9754	Aqu2.1.28699_001	NA
9755	Aqu2.1.28700_001	NA
9756	Aqu2.1.28702_001	NA
9757	Aqu2.1.28714_001	NA
9758	Aqu2.1.28715_001	NA
9759	Aqu2.1.28716_001	NA
9760	Aqu2.1.28721_001	NA
9761	Aqu2.1.28722_001	NA
9762	Aqu2.1.28723_001	NA
9763	Aqu2.1.28724_001	NA
9764	Aqu2.1.28725_001	NA
9765	Aqu2.1.28726_001	NA
9766	Aqu2.1.28727_001	NA
9767	Aqu2.1.28728_001	NA
9768	Aqu2.1.28729_001	NA
9769	Aqu2.1.28730_001	NA
9770	Aqu2.1.28731_001	NA
9771	Aqu2.1.28732_001	NA
9772	Aqu2.1.28733_001	NA
9773	Aqu2.1.28734_001	NA
9774	Aqu2.1.28735_001	NA
9775	Aqu2.1.28737_001	NA
9776	Aqu2.1.28738_001	NA
9777	Aqu2.1.28739_001	NA
9778	Aqu2.1.28740_001	NA
9779	Aqu2.1.28741_001	NA
9780	Aqu2.1.28742_001	NA
9781	Aqu2.1.28743_001	NA
9782	Aqu2.1.28746_001	NA
9783	Aqu2.1.28747_001	NA
9784	Aqu2.1.28749_001	NA
9785	Aqu2.1.28750_001	NA
9786	Aqu2.1.28751_001	NA
9787	Aqu2.1.28755_001	NA
9788	Aqu2.1.28758_001	NA
9789	Aqu2.1.28759_001	NA
9790	Aqu2.1.28760_001	NA
9791	Aqu2.1.28762_001	NA
9792	Aqu2.1.28765_001	NA
9793	Aqu2.1.28768_001	NA
9794	Aqu2.1.28772_001	NA
9795	Aqu2.1.28773_001	NA
9796	Aqu2.1.28774_001	NA
9797	Aqu2.1.28775_001	NA
9798	Aqu2.1.28777_001	NA
9799	Aqu2.1.28781_001	NA
9800	Aqu2.1.28782_001	NA
9801	Aqu2.1.28784_001	NA
9802	Aqu2.1.28787_001	NA
9803	Aqu2.1.28788_001	NA
9804	Aqu2.1.28790_001	NA
9805	Aqu2.1.28791_001	NA
9806	Aqu2.1.28792_001	NA
9807	Aqu2.1.28793_001	NA
9808	Aqu2.1.28794_001	NA
9809	Aqu2.1.28795_001	NA
9810	Aqu2.1.28796_001	NA
9811	Aqu2.1.28797_001	NA
9812	Aqu2.1.28798_001	NA
9813	Aqu2.1.28801_001	NA
9814	Aqu2.1.28803_001	NA
9815	Aqu2.1.28805_001	NA
9816	Aqu2.1.28806_001	NA
9817	Aqu2.1.28807_001	NA
9818	Aqu2.1.28808_001	NA
9819	Aqu2.1.28809_001	NA
9820	Aqu2.1.28810_001	NA
9821	Aqu2.1.28812_001	NA
9822	Aqu2.1.28814_001	NA
9823	Aqu2.1.28815_001	NA
9824	Aqu2.1.28816_001	NA
9825	Aqu2.1.28818_001	NA
9826	Aqu2.1.28819_001	NA
9827	Aqu2.1.28820_001	NA
9828	Aqu2.1.28821_001	NA
9829	Aqu2.1.28822_001	NA
9830	Aqu2.1.28823_001	NA
9831	Aqu2.1.28824_001	NA
9832	Aqu2.1.28825_001	NA
9833	Aqu2.1.28826_001	NA
9834	Aqu2.1.28827_001	NA
9835	Aqu2.1.28831_001	NA
9836	Aqu2.1.28832_001	NA
9837	Aqu2.1.28833_001	NA
9838	Aqu2.1.28834_001	NA
9839	Aqu2.1.28836_001	NA
9840	Aqu2.1.28837_001	NA
9841	Aqu2.1.28838_001	NA
9842	Aqu2.1.28841_001	NA
9843	Aqu2.1.28843_001	NA
9844	Aqu2.1.28845_001	NA
9845	Aqu2.1.28846_001	NA
9846	Aqu2.1.28847_001	NA
9847	Aqu2.1.28848_001	NA
9848	Aqu2.1.28849_001	NA
9849	Aqu2.1.28850_001	NA
9850	Aqu2.1.28851_001	NA
9851	Aqu2.1.28852_001	NA
9852	Aqu2.1.28853_001	NA
9853	Aqu2.1.28854_001	NA
9854	Aqu2.1.28856_001	NA
9855	Aqu2.1.28857_001	NA
9856	Aqu2.1.28858_001	NA
9857	Aqu2.1.28861_001	NA
9858	Aqu2.1.28862_001	NA
9859	Aqu2.1.28863_001	NA
9860	Aqu2.1.28864_001	NA
9861	Aqu2.1.28869_001	NA
9862	Aqu2.1.28870_001	NA
9863	Aqu2.1.28872_001	NA
9864	Aqu2.1.28873_001	NA
9865	Aqu2.1.28874_001	NA
9866	Aqu2.1.28876_001	NA
9867	Aqu2.1.28877_001	NA
9868	Aqu2.1.28897_001	NA
9869	Aqu2.1.28906_001	NA
9870	Aqu2.1.28935_001	NA
9871	Aqu2.1.28936_001	NA
9872	Aqu2.1.28938_001	NA
9873	Aqu2.1.28940_001	NA
9874	Aqu2.1.28941_001	NA
9875	Aqu2.1.28942_001	NA
9876	Aqu2.1.28950_001	NA
9877	Aqu2.1.28951_001	NA
9878	Aqu2.1.28952_001	NA
9879	Aqu2.1.28953_001	NA
9880	Aqu2.1.28954_001	NA
9881	Aqu2.1.28955_001	NA
9882	Aqu2.1.28956_001	NA
9883	Aqu2.1.28957_001	NA
9884	Aqu2.1.28958_001	NA
9885	Aqu2.1.28959_001	NA
9886	Aqu2.1.28960_001	NA
9887	Aqu2.1.28961_001	NA
9888	Aqu2.1.28963_001	NA
9889	Aqu2.1.28964_001	NA
9890	Aqu2.1.28965_001	NA
9891	Aqu2.1.28967_001	NA
9892	Aqu2.1.28968_001	NA
9893	Aqu2.1.28969_001	NA
9894	Aqu2.1.28970_001	NA
9895	Aqu2.1.28971_001	NA
9896	Aqu2.1.28973_001	NA
9897	Aqu2.1.28974_001	NA
9898	Aqu2.1.28975_001	NA
9899	Aqu2.1.28976_001	NA
9900	Aqu2.1.28977_001	NA
9901	Aqu2.1.28978_001	NA
9902	Aqu2.1.28980_001	NA
9903	Aqu2.1.28981_001	NA
9904	Aqu2.1.28984_001	NA
9905	Aqu2.1.28986_001	NA
9906	Aqu2.1.28988_001	NA
9907	Aqu2.1.28989_001	NA
9908	Aqu2.1.28990_001	NA
9909	Aqu2.1.28992_001	NA
9910	Aqu2.1.28994_001	NA
9911	Aqu2.1.28995_001	NA
9912	Aqu2.1.28997_001	NA
9913	Aqu2.1.28999_001	NA
9914	Aqu2.1.29003_001	NA
9915	Aqu2.1.29005_001	NA
9916	Aqu2.1.29006_001	NA
9917	Aqu2.1.29008_001	NA
9918	Aqu2.1.29010_001	NA
9919	Aqu2.1.29011_001	NA
9920	Aqu2.1.29014_001	NA
9921	Aqu2.1.29015_001	NA
9922	Aqu2.1.29019_001	NA
9923	Aqu2.1.29020_001	NA
9924	Aqu2.1.29021_001	NA
9925	Aqu2.1.29022_001	NA
9926	Aqu2.1.29026_001	NA
9927	Aqu2.1.29027_001	NA
9928	Aqu2.1.29032_001	NA
9929	Aqu2.1.29033_001	NA
9930	Aqu2.1.29034_001	NA
9931	Aqu2.1.29035_001	NA
9932	Aqu2.1.29036_001	NA
9933	Aqu2.1.29037_001	NA
9934	Aqu2.1.29038_001	NA
9935	Aqu2.1.29039_001	NA
9936	Aqu2.1.29040_001	NA
9937	Aqu2.1.29042_001	NA
9938	Aqu2.1.29043_001	NA
9939	Aqu2.1.29046_001	NA
9940	Aqu2.1.29047_001	NA
9941	Aqu2.1.29048_001	NA
9942	Aqu2.1.29049_001	NA
9943	Aqu2.1.29050_001	NA
9944	Aqu2.1.29051_001	NA
9945	Aqu2.1.29052_001	NA
9946	Aqu2.1.29054_001	NA
9947	Aqu2.1.29055_001	NA
9948	Aqu2.1.29056_001	NA
9949	Aqu2.1.29057_001	NA
9950	Aqu2.1.29058_001	NA
9951	Aqu2.1.29059_001	NA
9952	Aqu2.1.29062_001	NA
9953	Aqu2.1.29063_001	NA
9954	Aqu2.1.29064_001	NA
9955	Aqu2.1.29065_001	NA
9956	Aqu2.1.29066_001	NA
9957	Aqu2.1.29067_001	NA
9958	Aqu2.1.29068_001	NA
9959	Aqu2.1.29070_001	NA
9960	Aqu2.1.29071_001	NA
9961	Aqu2.1.29074_001	NA
9962	Aqu2.1.29075_001	NA
9963	Aqu2.1.29076_001	NA
9964	Aqu2.1.29077_001	NA
9965	Aqu2.1.29078_001	NA
9966	Aqu2.1.29079_001	NA
9967	Aqu2.1.29080_001	NA
9968	Aqu2.1.29082_001	NA
9969	Aqu2.1.29083_001	NA
9970	Aqu2.1.29084_001	NA
9971	Aqu2.1.29085_001	NA
9972	Aqu2.1.29092_001	NA
9973	Aqu2.1.29094_001	NA
9974	Aqu2.1.29096_001	NA
9975	Aqu2.1.29098_001	NA
9976	Aqu2.1.29099_001	NA
9977	Aqu2.1.29102_001	NA
9978	Aqu2.1.29103_001	NA
9979	Aqu2.1.29104_001	NA
9980	Aqu2.1.29105_001	NA
9981	Aqu2.1.29106_001	NA
9982	Aqu2.1.29107_001	NA
9983	Aqu2.1.29108_001	NA
9984	Aqu2.1.29109_001	NA
9985	Aqu2.1.29110_001	NA
9986	Aqu2.1.29111_001	NA
9987	Aqu2.1.29114_001	NA
9988	Aqu2.1.29115_001	NA
9989	Aqu2.1.29117_001	NA
9990	Aqu2.1.29118_001	NA
9991	Aqu2.1.29119_001	NA
9992	Aqu2.1.29120_001	NA
9993	Aqu2.1.29121_001	NA
9994	Aqu2.1.29123_001	NA
9995	Aqu2.1.29125_001	NA
9996	Aqu2.1.29126_001	NA
9997	Aqu2.1.29127_001	NA
9998	Aqu2.1.29128_001	NA
9999	Aqu2.1.29129_001	NA
10000	Aqu2.1.29130_001	NA
10001	Aqu2.1.29131_001	NA
10002	Aqu2.1.29132_001	NA
10003	Aqu2.1.29133_001	NA
10004	Aqu2.1.29134_001	NA
10005	Aqu2.1.29136_001	NA
10006	Aqu2.1.29139_001	NA
10007	Aqu2.1.29141_001	NA
10008	Aqu2.1.29142_001	NA
10009	Aqu2.1.29143_001	NA
10010	Aqu2.1.29144_001	NA
10011	Aqu2.1.29145_001	NA
10012	Aqu2.1.29146_001	NA
10013	Aqu2.1.29148_001	NA
10014	Aqu2.1.29222_001	NA
10015	Aqu2.1.29223_001	NA
10016	Aqu2.1.29224_001	NA
10017	Aqu2.1.29225_001	NA
10018	Aqu2.1.29226_001	NA
10019	Aqu2.1.29229_001	NA
10020	Aqu2.1.29236_001	NA
10021	Aqu2.1.29237_001	NA
10022	Aqu2.1.29238_001	NA
10023	Aqu2.1.29239_001	NA
10024	Aqu2.1.29240_001	NA
10025	Aqu2.1.29241_001	NA
10026	Aqu2.1.29242_001	NA
10027	Aqu2.1.29244_001	NA
10028	Aqu2.1.29270_001	NA
10029	Aqu2.1.29279_001	NA
10030	Aqu2.1.29302_001	NA
10031	Aqu2.1.29313_001	NA
10032	Aqu2.1.29314_001	NA
10033	Aqu2.1.29316_001	NA
10034	Aqu2.1.29317_001	NA
10035	Aqu2.1.29318_001	NA
10036	Aqu2.1.29319_001	NA
10037	Aqu2.1.29321_001	NA
10038	Aqu2.1.29322_001	NA
10039	Aqu2.1.29323_001	NA
10040	Aqu2.1.29324_001	NA
10041	Aqu2.1.29328_001	NA
10042	Aqu2.1.29331_001	NA
10043	Aqu2.1.29332_001	NA
10044	Aqu2.1.29333_001	NA
10045	Aqu2.1.29334_001	NA
10046	Aqu2.1.29335_001	NA
10047	Aqu2.1.29338_001	NA
10048	Aqu2.1.29340_001	NA
10049	Aqu2.1.29341_001	NA
10050	Aqu2.1.29342_001	NA
10051	Aqu2.1.29343_001	NA
10052	Aqu2.1.29345_001	NA
10053	Aqu2.1.29346_001	NA
10054	Aqu2.1.29347_001	NA
10055	Aqu2.1.29348_001	NA
10056	Aqu2.1.29349_001	NA
10057	Aqu2.1.29353_001	NA
10058	Aqu2.1.29355_001	NA
10059	Aqu2.1.29357_001	NA
10060	Aqu2.1.29358_001	NA
10061	Aqu2.1.29359_001	NA
10062	Aqu2.1.29360_001	NA
10063	Aqu2.1.29362_001	NA
10064	Aqu2.1.29363_001	NA
10065	Aqu2.1.29365_001	NA
10066	Aqu2.1.29366_001	NA
10067	Aqu2.1.29367_001	NA
10068	Aqu2.1.29368_001	NA
10069	Aqu2.1.29371_001	NA
10070	Aqu2.1.29372_001	NA
10071	Aqu2.1.29373_001	NA
10072	Aqu2.1.29374_001	NA
10073	Aqu2.1.29375_001	NA
10074	Aqu2.1.29376_001	NA
10075	Aqu2.1.29377_001	NA
10076	Aqu2.1.29378_001	NA
10077	Aqu2.1.29379_001	NA
10078	Aqu2.1.29380_001	NA
10079	Aqu2.1.29381_001	NA
10080	Aqu2.1.29383_001	NA
10081	Aqu2.1.29384_001	NA
10082	Aqu2.1.29385_001	NA
10083	Aqu2.1.29387_001	NA
10084	Aqu2.1.29389_001	NA
10085	Aqu2.1.29390_001	NA
10086	Aqu2.1.29391_001	NA
10087	Aqu2.1.29393_001	NA
10088	Aqu2.1.29394_001	NA
10089	Aqu2.1.29396_001	NA
10090	Aqu2.1.29397_001	NA
10091	Aqu2.1.29398_001	NA
10092	Aqu2.1.29400_001	NA
10093	Aqu2.1.29401_001	NA
